MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive regulation of T cell differentiation			IMP	MGI:2652160 	J:31786 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive regulation of T cell differentiation			IMP	MGI:2384509 	J:31624 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive thymic T cell selection			IMP	MGI:1861933 	J:31625 J:88532 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive thymic T cell selection			IMP	MGI:2384509 	J:31624 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive thymic T cell selection			IMP	MGI:2652160 	J:31786 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of regulatory T cell differentiation			ISO	P17693 	J:164563 	
MGI:95924	H2-Oa	histocompatibility 2, O region alpha locus	17		regulation of T cell differentiation			IMP	MGI:2386294 	J:65235 	
MGI:2671382	hem1	haematopoietic 1	11		T cell differentiation			IMP	MGI:3818728 	J:141377 	
MGI:96109	Hlx	H2.0-like homeobox	1		negative regulation of T-helper 2 cell differentiation	regulates the differentiation of T-helper 2 cell		IGI	MGI:105367 	J:126429 	
MGI:96109	Hlx	H2.0-like homeobox	1		negative regulation of T-helper 2 cell differentiation	regulates the differentiation of T-helper 2 cell		IMP	MGI:2182089 	J:126429 	
MGI:96109	Hlx	H2.0-like homeobox	1		positive regulation of T-helper 1 cell differentiation	regulates the differentiation of T-helper 1 cell		IGI	MGI:105367 	J:126429 	
MGI:96109	Hlx	H2.0-like homeobox	1		positive regulation of T-helper 1 cell differentiation	regulates the differentiation of T-helper 1 cell		IMP	MGI:2182089 	J:126429 	
MGI:1913224	Hs1bp3	HCLS1 binding protein 3	12		T cell differentiation			TAS		J:64960 	
MGI:96250	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1	12		positive regulation of cytotoxic T cell differentiation			TAS		J:113936 	
MGI:107657	Ifnb1	interferon beta 1, fibroblast	4		negative regulation of T cell differentiation			ISO	P01574 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		CD8-positive, alpha-beta T cell differentiation involved in immune response			IDA		J:143981 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response			ISO	P01579 	J:164563 	
MGI:96533	Ihh	Indian hedgehog	1		negative regulation of alpha-beta T cell differentiation			IMP		J:145997 	
MGI:96533	Ihh	Indian hedgehog	1		negative regulation of immature T cell proliferation in thymus			IMP		J:145997 	
MGI:96533	Ihh	Indian hedgehog	1		negative regulation of T cell differentiation in thymus			IMP		J:145997 	
MGI:96533	Ihh	Indian hedgehog	1		positive regulation of alpha-beta T cell differentiation			IMP		J:145997 	
MGI:96533	Ihh	Indian hedgehog	1		positive regulation of T cell differentiation in thymus			IMP		J:145997 	
MGI:1342540	Ikzf1	IKAROS family zinc finger 1	11		positive regulation of NK T cell differentiation		PR:Q03267-1	IMP	MGI:2158690 MGI:2158738 	J:56206 	
MGI:1342540	Ikzf1	IKAROS family zinc finger 1	11		T cell differentiation			IMP	MGI:2158738 	J:20671 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of immature T cell proliferation in thymus			IBA	PTN000008680 	J:265628 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of immature T cell proliferation in thymus			ISO	RGD:2891 	J:155856 	
MGI:1916927	Il1f8	interleukin 1 family, member 8	2		positive regulation of T cell differentiation			IBA	PTN000008588 	J:265628 	
MGI:1916927	Il1f8	interleukin 1 family, member 8	2		positive regulation of T cell differentiation			IGI	MGI:96539 	J:191418 	
MGI:1913107	Il1rl2	interleukin 1 receptor-like 2	1		positive regulation of T cell differentiation			IMP		J:191418 	
MGI:96548	Il2	interleukin 2	3		negative regulation of T-helper 17 cell differentiation			IGI	URS000039ED8D_10090 	J:220376 	
MGI:96548	Il2	interleukin 2	3		positive regulation of regulatory T cell differentiation			ISO	RGD:620047 	J:155856 	
MGI:96548	Il2	interleukin 2	3		positive regulation of T cell differentiation			ISO	RGD:620047 	J:155856 	
MGI:96549	Il2ra	interleukin 2 receptor, alpha chain	2		positive regulation of T cell differentiation			ISO	RGD:2895 	J:155856 	
MGI:96551	Il2rg	interleukin 2 receptor, gamma chain	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	regulates the differentiation of T cell		IMP	MGI:1857455 	J:112602 	
MGI:96551	Il2rg	interleukin 2 receptor, gamma chain	X		positive regulation of T cell differentiation in thymus	happens in thymus,regulates the differentiation of T cell		IMP	MGI:1857455 	J:52019 	
MGI:96551	Il2rg	interleukin 2 receptor, gamma chain	X		positive regulation of T cell differentiation in thymus	happens in thymus,regulates the differentiation of T cell		IMP	MGI:2429736 	J:42537 	
MGI:96556	Il4	interleukin 4	11		negative regulation of T-helper 17 cell differentiation			IDA		J:141227 	
MGI:96556	Il4	interleukin 4	11		positive regulation of T cell differentiation			ISO	P05112 	J:164563 	
MGI:96556	Il4	interleukin 4	11		T-helper 1 cell lineage commitment			IGI	MGI:103034 	J:165738 	
MGI:96556	Il4	interleukin 4	11		T-helper 2 cell differentiation			IDA		J:165738 	
MGI:105367	Il4ra	interleukin 4 receptor, alpha	7		negative regulation of T-helper 1 cell differentiation	regulates the differentiation of T-helper 1 cell		IGI	MGI:96109 	J:126429 	
MGI:105367	Il4ra	interleukin 4 receptor, alpha	7		positive regulation of T-helper 2 cell differentiation	regulates the differentiation of T-helper 2 cell		IGI	MGI:96109 	J:126429 	
MGI:96559	Il6	interleukin 6	5		positive regulation of T-helper 2 cell differentiation	regulates the differentiation of T-helper 2 cell		IDA		J:81987 	
MGI:96559	Il6	interleukin 6	5		T-helper 17 cell lineage commitment			IMP		J:115922 	
MGI:96561	Il7	interleukin 7	3		positive regulation of T cell differentiation			IDA		J:88139 	
MGI:96561	Il7	interleukin 7	3		T cell lineage commitment	happens in thymus,happens in T cell		IMP	MGI:1857652 	J:42039 	
MGI:96562	Il7r	interleukin 7 receptor	15		positive regulation of T cell differentiation in thymus	happens in thymus,regulates the differentiation of T cell		IMP	MGI:1857198 	J:41241 	
MGI:96562	Il7r	interleukin 7 receptor	15		T cell differentiation			IGI	MGI:88138 	J:41239 	
MGI:96562	Il7r	interleukin 7 receptor	15		T cell differentiation	happens in thymus,results in the differentiation of T cell|happens in spleen,results in the differentiation of T cell		IMP	MGI:1857198 	J:41239 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of T cell differentiation			IGI	MGI:1916927 	J:191418 	
MGI:96540	Il12b	interleukin 12b	11		T-helper cell differentiation			ISO	P29460 	J:164563 	
MGI:103014	Il15	interleukin 15	8		extrathymic T cell selection			IMP	MGI:2136897 	J:60915 	
MGI:103014	Il15	interleukin 15	8		regulation of T cell differentiation			IMP	MGI:2136897 	J:60915 	
MGI:107936	Il18	interleukin 18	9		positive regulation of T-helper 2 cell differentiation			IMP		J:102800 	
MGI:105383	Il18r1	interleukin 18 receptor 1	1		T-helper 1 cell differentiation	results in the differentiation of T-helper 1 cell		IMP	MGI:2136765 	J:70298 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of memory T cell differentiation			IDA		J:87643 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of T-helper 17 cell lineage commitment			IBA	PTN000409283 	J:265628 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of T-helper 17 cell lineage commitment			IDA		J:150655 	
MGI:2384409	Il27	interleukin 27	7		regulation of T-helper 1 cell differentiation			IBA	PTN000466839 	J:265628 	
MGI:2384409	Il27	interleukin 27	7		regulation of T-helper 1 cell differentiation			ISO	Q8NEV9 	J:164563 	
MGI:96590	Irf1	interferon regulatory factor 1	11		CD8-positive, alpha-beta T cell differentiation	happens in thymus|happens in spleen|happens in blood		IMP	MGI:1857205 	J:69487 	
MGI:96590	Irf1	interferon regulatory factor 1	11		negative regulation of regulatory T cell differentiation			IMP		J:137875 	
MGI:96590	Irf1	interferon regulatory factor 1	11		negative regulation of T-helper 2 cell differentiation			TAS		J:183979 	
MGI:96590	Irf1	interferon regulatory factor 1	11		positive regulation of T-helper 1 cell differentiation			TAS		J:183979 	
MGI:1096873	Irf4	interferon regulatory factor 4	13		T-helper 17 cell lineage commitment			IMP		J:190118 	
MGI:96621	Itk	IL2 inducible T cell kinase	11		NK T cell differentiation			IBA	PTN001231477 	J:265628 	
MGI:96621	Itk	IL2 inducible T cell kinase	11		NK T cell differentiation	happens in spleen|happens in thymus		IGI	MGI:102960 	J:131540 	
MGI:96621	Itk	IL2 inducible T cell kinase	11		NK T cell differentiation	happens in spleen|happens in thymus		IMP	MGI:2178928 	J:131540 	
MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	1		positive regulation of alpha-beta T cell differentiation			IMP	MGI:3039799 	J:89286 	
MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	1		positive thymic T cell selection			IMP	MGI:3039799 	J:89286 	
MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	1		T cell differentiation			IMP	MGI:2680720 	J:86257 	
MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	1		thymic T cell selection			IMP	MGI:2680720 	J:86257 	
MGI:1098270	Jag2	jagged 2	12		gamma-delta T cell differentiation			IMP		J:56675 	
MGI:1098270	Jag2	jagged 2	12		T cell differentiation			ISO	Q9Y219 	J:164563 	
MGI:1098270	Jag2	jagged 2	12		thymic T cell selection			ISO	Q9Y219 	J:164563 	
MGI:1098270	Jag2	jagged 2	12		thymic T cell selection			ISS	Q9Y219 	J:56675 	
MGI:99928	Jak3	Janus kinase 3	8		negative regulation of T-helper 1 cell differentiation			IMP		J:123902 	
MGI:1858910	Jmjd6	jumonji domain containing 6	11		T cell differentiation in thymus	happens in thymus,results in the differentiation of T cell		IMP	MGI:3043930 	J:90288 	
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		regulation of regulatory T cell differentiation			IMP		J:247860 	
MGI:1915387	Kdelr1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	7		T cell differentiation			IMP	MGI:5689886 	J:224970 	
MGI:96677	Kit	KIT proto-oncogene receptor tyrosine kinase	5		T cell differentiation			IMP		J:79128 	
MGI:106588	Lag3	lymphocyte-activation gene 3	6		negative regulation of regulatory T cell differentiation			IMP		J:93930 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		positive regulation of gamma-delta T cell differentiation	regulates the differentiation of immature gamma-delta T cell		IMP	MGI:1857211 	J:22470 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		regulation of regulatory T cell differentiation			IGI	MGI:88327 	J:170513 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		T cell differentiation			IBA	PTN000700970 	J:265628 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		T cell differentiation			ISO	P06239 	J:164563 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		alpha-beta T cell differentiation			IBA	PTN000042972 	J:265628 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		alpha-beta T cell differentiation	happens in thymus		IGI	MGI:98507 	J:110481 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		T cell receptor V(D)J recombination			IGI	MGI:98507 	J:110481 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		T-helper 1 cell differentiation			IDA		J:164710 	
MGI:104663	Lep	leptin	6		T cell differentiation			IMP		J:49623 	
MGI:104993	Lepr	leptin receptor	4		T cell differentiation			IMP		J:49623 	
MGI:1095413	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	5		T cell differentiation			IMP		J:146621 	
MGI:109496	Lgals9	lectin, galactose binding, soluble 9	11		positive regulation of regulatory T cell differentiation	happens in Peyer's patch,happens in UBERON:0000030,results in the differentiation of induced T-regulatory cell		IMP		J:224716 	
MGI:109496	Lgals9	lectin, galactose binding, soluble 9	11	NOT	regulation of T cell differentiation in thymus			IMP		J:224716 	
MGI:1335098	Lig4	ligase IV, DNA, ATP-dependent	8		T cell differentiation in thymus	results in the differentiation of DN2 thymocyte		IMP	MGI:1857732 	J:50865 J:63078 	
MGI:1335098	Lig4	ligase IV, DNA, ATP-dependent	8		T cell receptor V(D)J recombination	happens in T cell		IMP	MGI:1857732 	J:63078 	
MGI:1289247	Lmbr1l	limb region 1 like	15		T cell differentiation			IMP		J:274568 	
MGI:1337004	Loxl3	lysyl oxidase-like 3	6		negative regulation of T-helper 17 cell lineage commitment			IMP		J:239159 	
MGI:96885	Ly9	lymphocyte antigen 9	1		T-helper 17 cell lineage commitment			ISO	Q9HBG7 	J:164563 	
MGI:104555	Mafb	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	2		T cell differentiation in thymus	happens in thymus primordium		IMP	MGI:3663168 	J:147173 	
MGI:2445027	Malt1	MALT1 paracaspase	18		positive regulation of T-helper 17 cell differentiation			IDA		J:259145 	
MGI:96949	Mdk	midkine	2		negative regulation of regulatory T cell differentiation			ISO	P21741 	J:164563 	
MGI:96949	Mdk	midkine	2		positive regulation of T cell differentiation			IMP		J:241140 	
MGI:1927165	Mettl3	methyltransferase like 3	14		regulation of T cell differentiation			IMP		J:249262 	
MGI:1355329	Mink1	misshapen-like kinase 1 (zebrafish)	11		negative thymic T cell selection	has the participant thymus,has the participant T cell		IMP		J:94869 	
MGI:3619324	Mir301	microRNA 301	11		regulation of T-helper 17 cell differentiation			IMP		J:184679 	
MGI:3619338	Mir326	microRNA 326	7		positive regulation of T-helper 17 cell differentiation			IDA		J:157744 	
MGI:3619338	Mir326	microRNA 326	7		positive regulation of T-helper 17 cell differentiation			IMP		J:157744 	
MGI:3718563	Mir873a	microRNA 873a	4		T-helper 17 cell differentiation			ISO	HGNC 	J:251356 	
MGI:1289160	Mpzl2	myelin protein zero-like 2	9		T cell differentiation in thymus			IMP		J:154039 	
MGI:1928394	Mtor	mechanistic target of rapamycin kinase	4		T-helper 1 cell lineage commitment			IMP		J:233777 	
MGI:97249	Myb	myeloblastosis oncogene	10		positive regulation of T-helper cell differentiation			ISO	P10242 	J:164563 	
MGI:1289164	Ncaph2	non-SMC condensin II complex, subunit H2	15		T cell differentiation in thymus	happens in thyroid gland,results in the differentiation of T cell		IMP	MGI:3710093 	J:123300 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:141377 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of CD8-positive, alpha-beta T cell differentiation			IMP		J:141377 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of gamma-delta T cell differentiation			IMP		J:141377 	
MGI:1349717	Ncor1	nuclear receptor co-repressor 1	11		CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	results in the differentiation of double-positive, alpha-beta thymocyte		IMP	MGI:2677822 	J:65417 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		T cell differentiation			IMP	MGI:2182778 	J:50124 	
MGI:3041243	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta	7		negative regulation of T cell differentiation in thymus	regulates the differentiation of thymocyte		IDA		J:75807 	
MGI:3041243	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta	7		positive regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:1931595	Nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta	16		positive regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:1922820	Nhej1	non-homologous end joining factor 1	1		T cell differentiation			ISO	Q9H9Q4 	J:164563 	
MGI:1922820	Nhej1	non-homologous end joining factor 1	1		T cell differentiation			ISS	Q9H9Q4 	J:116419 	
MGI:1914300	Nkap	NFKB activating protein	X		positive regulation of alpha-beta T cell differentiation			ISO	Q8N5F7 	J:164563 	
MGI:1914300	Nkap	NFKB activating protein	X		T cell differentiation in thymus	happens in thymus		IMP	MGI:3765313 MGI:4839023 	J:165872 	
MGI:97348	Nkx2-3	NK2 homeobox 3	19		CD4-positive, alpha-beta T cell differentiation	happens in small intestine		IMP	MGI:2448069 	J:64018 	
MGI:2653833	Nlrp3	NLR family, pyrin domain containing 3	11		positive regulation of T-helper 17 cell differentiation			IMP		J:224866 	
MGI:2653833	Nlrp3	NLR family, pyrin domain containing 3	11		positive regulation of T-helper 2 cell differentiation			IMP		J:224866 	
MGI:1914372	Nrarp	Notch-regulated ankyrin repeat protein	2		negative regulation of T cell differentiation	happens in bone marrow,regulates the differentiation of T cell		IDA		J:83687 	
MGI:1859615	Otud5	OTU domain containing 5	X		CD8-positive, alpha-beta T cell differentiation			IMP	MGI:2386448 MGI:5752247 	J:219495 	
MGI:1859615	Otud5	OTU domain containing 5	X		T-helper 17 cell lineage commitment			IMP	MGI:2386448 MGI:5752247 	J:219495 	
MGI:1891832	Patz1	POZ (BTB) and AT hook containing zinc finger 1	11		T cell differentiation	results in the differentiation of T cell		IDA		J:112614 	
MGI:97485	Pax1	paired box 1	2		CD4-positive, alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:3603176 	J:100951 	
MGI:97485	Pax1	paired box 1	2		CD8-positive, alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD8-positive, alpha-beta T cell		IMP	MGI:3603176 	J:100951 	
MGI:2144613	Pik3r6	phosphoinositide-3-kinase regulatory subunit 5	11		positive regulation of T cell differentiation			IMP		J:110820 	
MGI:1201409	Pknox1	Pbx/knotted 1 homeobox	17		T cell differentiation	happens in thymus,results in the differentiation of T cell		IMP	MGI:3530910 	J:103769 	
MGI:1341796	Pla2g2d	phospholipase A2, group IID	4		CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			IDA		J:150812 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of alpha-beta T cell differentiation	regulates the differentiation of immature alpha-beta T cell		IMP	MGI:2386195 	J:62870 J:114541 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of alpha-beta T cell differentiation	happens in thymus,regulates the differentiation of immature alpha-beta T cell		IMP	MGI:3777967 MGI:3777968 MGI:3777975 	J:39328 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of alpha-beta T cell differentiation			ISO	P00491 	J:73065 	
MGI:107163	Ppp3cb	protein phosphatase 3, catalytic subunit, beta isoform	14		T cell differentiation			IMP	MGI:2181294 	J:77729 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		regulation of extrathymic T cell differentiation			IMP		J:232474 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		regulation of NK T cell differentiation			IMP		J:232474 	
MGI:109486	Prdx2	peroxiredoxin 2	8		negative regulation of T cell differentiation			IMP	MGI:2668456 	J:136791 	
MGI:1913744	Prelid1	PRELI domain containing 1	13		regulation of T cell differentiation			ISO	Q9Y255 	J:164563 	
MGI:3040696	Prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	2		T cell differentiation			IGI	MGI:98923 	J:168922 	
MGI:97602	Prkcz	protein kinase C, zeta	4		positive regulation of T-helper 2 cell differentiation			IMP		J:99860 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		T cell differentiation in thymus	results in the differentiation of T cell		IMP	MGI:2383951 	J:50222 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		T cell lineage commitment	happens in thymus,happens in T cell|happens in bone marrow,happens in T cell|happens in spleen,happens in T cell		IMP	MGI:1857113 	J:31364 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		T cell receptor V(D)J recombination	happens in thymus		IMP	MGI:2383951 	J:50222 	
MGI:3487246	Prr7	proline rich 7 (synaptic)	13		alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD4-positive, alpha-beta thymocyte		IMP	MGI:4399196 	J:237776 	
MGI:3487246	Prr7	proline rich 7 (synaptic)	13		T cell differentiation in thymus	happens in thymus,results in the differentiation of CD4-positive, alpha-beta thymocyte		IMP	MGI:4399196 	J:237776 	
MGI:97783	Psap	prosaposin	10		NK T cell differentiation			IMP	MGI:1888378 	J:90443 	
MGI:1921152	Psmb11	proteasome (prosome, macropain) subunit, beta type, 11	14		CD8-positive, alpha-beta T cell differentiation	happens near thymus		IMP	MGI:3716870 	J:121869 	
MGI:104311	Ptger4	prostaglandin E receptor 4 (subtype EP4)	15		T-helper cell differentiation			IDA		J:151236 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		negative regulation of positive thymic T cell selection			IMP		J:184426 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		T cell differentiation			IMP		J:42595 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		T cell differentiation			IBA	PTN000440270 	J:265628 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		T cell differentiation			IMP	MGI:3043469 	J:90029 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		negative thymic T cell selection	has the participant double-positive, alpha-beta thymocyte		IMP	MGI:1857277 	J:33466 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of gamma-delta T cell differentiation	regulates the differentiation of immature gamma-delta T cell		IMP	MGI:2181288 	J:22470 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of T cell differentiation			IMP	MGI:1857277 	J:33466 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive thymic T cell selection	has the participant double-positive, alpha-beta thymocyte		IMP	MGI:1857277 	J:33466 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		T cell differentiation			IMP		J:13163 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		T cell differentiation	happens in small intestine|happens in large intestine		IMP		J:94797 	
MGI:97848	Rag1	recombination activating 1	2		positive regulation of T cell differentiation			IMP		J:1934 	
MGI:97848	Rag1	recombination activating 1	2		regulation of T cell differentiation			IGI	MGI:1353616 	J:140121 	
MGI:97848	Rag1	recombination activating 1	2		T cell differentiation in thymus			IMP		J:1934 	
MGI:97848	Rag1	recombination activating 1	2		T cell differentiation in thymus	happens in thymus		IMP	MGI:2448994 	J:41239 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell differentiation			IMP	MGI:1858556 	J:121045 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell differentiation	results in the differentiation of T cell		IMP	MGI:1858556 	J:76489 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell differentiation in thymus			IMP		J:1934 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell differentiation in thymus	results in the differentiation of DN2 thymocyte		IMP	MGI:1858556 	J:65218 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell lineage commitment	happens in thymus,happens in T cell|happens in bone marrow,happens in T cell|happens in spleen,happens in T cell		IMP	MGI:1858556 	J:31364 	
MGI:97856	Rara	retinoic acid receptor, alpha	11		positive regulation of T-helper 2 cell differentiation			ISO	P10276 	J:164563 	
MGI:1314635	Rasgrp1	RAS guanyl releasing protein 1	2		positive regulation of T cell differentiation in thymus			IMP		J:65115 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		negative regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		negative regulation of T-helper cell differentiation			IMP	MGI:3581675 	J:98938 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		T follicular helper cell differentiation			IGI	MGI:2442789 	J:196136 	
MGI:2442789	Rc3h2	ring finger and CCCH-type zinc finger domains 2	2		negative regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:2442789	Rc3h2	ring finger and CCCH-type zinc finger domains 2	2		T follicular helper cell differentiation			IGI	MGI:2685397 	J:196136 	
MGI:103289	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	7		T-helper 1 cell differentiation	results in the differentiation of T-helper 1 cell		IMP	MGI:2179545 	J:107516 	
MGI:1096342	Rhoa	ras homolog family member A	9		alpha-beta T cell lineage commitment			IMP		J:221513 	
MGI:1096342	Rhoa	ras homolog family member A	9		beta selection			IMP		J:221513 	
MGI:1096342	Rhoa	ras homolog family member A	9		positive regulation of alpha-beta T cell differentiation			IMP		J:221513 	
MGI:1921984	Rhoh	ras homolog family member H	5		positive regulation of T cell differentiation			ISO	Q15669 	J:164563 	
MGI:1921984	Rhoh	ras homolog family member H	5		T cell differentiation			IDA		J:113565 J:143161 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		positive regulation of T-helper 1 cell differentiation			IMP	MGI:2446070 	J:75401 	
MGI:2154952	Ripk3	receptor-interacting serine-threonine kinase 3	14		T cell differentiation in thymus			IGI	Q61160 	J:176448 	
MGI:104661	Rora	RAR-related orphan receptor alpha	9		T-helper 17 cell differentiation			IMP		J:131020 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		alpha-beta T cell differentiation	happens in small intestine,results in the differentiation of mature alpha-beta T cell		IMP	MGI:3026635 	J:91566 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		regulation of gamma-delta T cell differentiation			IDA		J:174553 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T cell differentiation in thymus	happens in thymus,results in the differentiation of double-positive, alpha-beta thymocyte		IMP	MGI:3026635 	J:91566 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T-helper 17 cell differentiation			IDA		J:141227 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T-helper 17 cell differentiation			IMP		J:115922 J:131020 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T-helper cell differentiation			IMP		J:87395 	
MGI:99262	Rpl22	ribosomal protein L22	4		alpha-beta T cell differentiation			IMP	MGI:3804429 	J:123569 	
MGI:98159	Rps6	ribosomal protein S6	4		T cell differentiation in thymus			IGI	MGI:98834 	J:103921 	
MGI:98159	Rps6	ribosomal protein S6	4		T cell differentiation in thymus			IMP	MGI:2387471 	J:103921 	
MGI:1929628	Rsad2	radical S-adenosyl methionine domain containing 2	12		CD4-positive, alpha-beta T cell differentiation			IMP		J:148305 	
MGI:99852	Runx1	runt related transcription factor 1	16		negative regulation of CD4-positive, alpha-beta T cell differentiation			IDA		J:131081 	
MGI:99852	Runx1	runt related transcription factor 1	16		positive regulation of CD8-positive, alpha-beta T cell differentiation			IDA		J:131081 	
MGI:99829	Runx2	runt related transcription factor 2	17		T cell differentiation			IDA		J:22982 	
MGI:102672	Runx3	runt related transcription factor 3	4		negative regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:131081 	
MGI:102672	Runx3	runt related transcription factor 3	4		positive regulation of CD8-positive, alpha-beta T cell differentiation			IMP		J:131081 	
MGI:1309453	Sart1	squamous cell carcinoma antigen recognized by T cells 1	19		positive regulation of cytotoxic T cell differentiation			ISO	O43290 	J:164563 	
MGI:1921381	Sash3	SAM and SH3 domain containing 3	X		positive regulation of CD4-positive, alpha-beta T cell differentiation	regulates the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:3716944 	J:102171 	
MGI:105084	Satb1	special AT-rich sequence binding protein 1	17		CD4-positive, alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:2386676 	J:61085 	
