MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:96447	Ighd	immunoglobulin heavy constant delta	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:96447	Ighd	immunoglobulin heavy constant delta	12		positive regulation of B cell proliferation	regulates the proliferation of B cell		IDA		J:33466 	
MGI:2685746	Ighe	Immunoglobulin heavy constant epsilon	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:2144967	Ighg	Immunoglobulin heavy chain (gamma polypeptide)	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:96446	Ighg1	immunoglobulin heavy constant gamma 1 (G1m marker)	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:96443	Ighg2a	immunoglobulin heavy constant gamma 2A	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:96443	Ighg2a	immunoglobulin heavy constant gamma 2A	12		positive regulation of B cell activation			IDA		J:88531 	
MGI:96445	Ighg2b	immunoglobulin heavy constant gamma 2B	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:2686979	Ighg2c	immunoglobulin heavy constant gamma 2C	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:2144790	Ighg3	Immunoglobulin heavy constant gamma 3	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		B cell affinity maturation			IMP	MGI:2447178 	J:49405 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		positive regulation of B cell activation			IDA		J:60916 J:88531 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		positive regulation of B cell activation	regulates a function/process that happens in B cell		IDA		J:30239 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		positive regulation of B cell proliferation			IDA		J:31133 J:60916 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		positive regulation of B cell proliferation	regulates the proliferation of B cell		IDA		J:33466 J:42368 J:64603 J:91914 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		positive regulation of B cell proliferation	regulates the proliferation of mature B cell		IDA		J:106733 	
MGI:4439618	Ighv1-4	immunoglobulin heavy variable 1-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3704121	Ighv1-5	immunoglobulin heavy variable V1-5	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3704122	Ighv1-7	immunoglobulin heavy variable V1-7	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439621	Ighv1-9	immunoglobulin heavy variable V1-9	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:5009835	Ighv1-11	immunoglobulin heavy variable V1-11	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3646284	Ighv1-12	immunoglobulin heavy variable V1-12	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439782	Ighv1-15	immunoglobulin heavy variable 1-15	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3647704	Ighv1-16	immunoglobulin heavy variable 1-16	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439780	Ighv1-18	immunoglobulin heavy variable V1-18	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439779	Ighv1-19	immunoglobulin heavy variable V1-19	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3644607	Ighv1-20	immunoglobulin heavy variable V1-20	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439784	Ighv1-22	immunoglobulin heavy variable 1-22	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3815050	Ighv1-23	immunoglobulin heavy variable V1-23	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3815052	Ighv1-24	immunoglobulin heavy variable V1-24	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439641	Ighv1-26	immunoglobulin heavy variable 1-26	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439889	Ighv1-31	immunoglobulin heavy variable 1-31	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439659	Ighv1-34	immunoglobulin heavy variable 1-34	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439639	Ighv1-36	immunoglobulin heavy variable 1-36	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439640	Ighv1-37	immunoglobulin heavy variable 1-37	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439888	Ighv1-39	immunoglobulin heavy variable 1-39	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3704123	Ighv1-42	immunoglobulin heavy variable V1-42	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3704124	Ighv1-43	immunoglobulin heavy variable V1-43	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439890	Ighv1-47	immunoglobulin heavy variable 1-47	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439754	Ighv1-49	immunoglobulin heavy variable 1-49	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439753	Ighv1-50	immunoglobulin heavy variable 1-50	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439752	Ighv1-52	immunoglobulin heavy variable 1-52	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3576502	Ighv1-53	immunoglobulin heavy variable 1-53	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3647133	Ighv1-54	immunoglobulin heavy variable V1-54	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439716	Ighv1-55	immunoglobulin heavy variable 1-55	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439715	Ighv1-56	immunoglobulin heavy variable 1-56	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439557	Ighv1-58	immunoglobulin heavy variable 1-58	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3644474	Ighv1-59	immunoglobulin heavy variable V1-59	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439824	Ighv1-61	immunoglobulin heavy variable 1-61	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3704125	Ighv1-62-1	immunoglobulin heavy variable 1-62-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3644968	Ighv1-62-2	immunoglobulin heavy variable 1-62-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3648544	Ighv1-62-3	immunoglobulin heavy variable 1-62-3	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3642755	Ighv1-63	immunoglobulin heavy variable V1-63	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439789	Ighv1-64	immunoglobulin heavy variable 1-64	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439825	Ighv1-66	immunoglobulin heavy variable 1-66	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3645228	Ighv1-67	immunoglobulin heavy variable V1-67	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439632	Ighv1-69	immunoglobulin heavy variable 1-69	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439633	Ighv1-72	immunoglobulin heavy variable 1-72	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439634	Ighv1-74	immunoglobulin heavy variable V1-74	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439735	Ighv1-75	immunoglobulin heavy variable 1-75	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439737	Ighv1-76	immunoglobulin heavy variable 1-76	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439670	Ighv1-77	immunoglobulin heavy variable 1-77	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439736	Ighv1-78	immunoglobulin heavy variable 1-78	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439738	Ighv1-80	immunoglobulin heavy variable 1-80	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439635	Ighv1-81	immunoglobulin heavy variable 1-81	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439671	Ighv1-82	immunoglobulin heavy variable 1-82	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3644235	Ighv1-84	immunoglobulin heavy variable 1-84	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3645723	Ighv1-85	immunoglobulin heavy variable 1-85	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439894	Ighv2-2	immunoglobulin heavy variable 2-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439872	Ighv2-3	immunoglobulin heavy variable 2-3	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3643263	Ighv2-4	immunoglobulin heavy variable V2-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439517	Ighv2-5	immunoglobulin heavy variable 2-5	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439518	Ighv2-6	immunoglobulin heavy variable 2-6	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439811	Ighv2-6-8	immunoglobulin heavy variable 2-6-8	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439521	Ighv2-7	immunoglobulin heavy variable 2-7	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439624	Ighv2-9	immunoglobulin heavy variable 2-9	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439519	Ighv2-9-1	immunoglobulin heavy variable 2-9-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439534	Ighv3-1	immunoglobulin heavy variable 3-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3643949	Ighv3-3	immunoglobulin heavy variable V3-3	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3644034	Ighv3-4	immunoglobulin heavy variable V3-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3648045	Ighv3-5	immunoglobulin heavy variable 3-5	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439856	Ighv3-6	immunoglobulin heavy variable 3-6	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3645298	Ighv3-8	immunoglobulin heavy variable V3-8	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439536	Ighv4-1	immunoglobulin heavy variable 4-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439893	Ighv5-2	immunoglobulin heavy variable 5-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439895	Ighv5-4	immunoglobulin heavy variable 5-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439815	Ighv5-6	immunoglobulin heavy variable 5-6	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439873	Ighv5-9	immunoglobulin heavy variable 5-9	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439810	Ighv5-9-1	immunoglobulin heavy variable 5-9-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439516	Ighv5-12	immunoglobulin heavy variable 5-12	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3645977	Ighv5-12-4	immunoglobulin heavy variable 5-12-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439812	Ighv5-15	immunoglobulin heavy variable 5-15	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439556	Ighv5-16	immunoglobulin heavy variable 5-16	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439533	Ighv5-17	immunoglobulin heavy variable 5-17	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439854	Ighv6-3	immunoglobulin heavy variable 6-3	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3704120	Ighv6-4	immunoglobulin heavy variable V6-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3647134	Ighv6-5	immunoglobulin heavy variable V6-5	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439619	Ighv6-6	immunoglobulin heavy variable 6-6	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3644477	Ighv6-7	immunoglobulin heavy variable V6-7	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439623	Ighv7-2	immunoglobulin heavy variable 7-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439763	Ighv7-4	immunoglobulin heavy variable 7-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3647474	Ighv8-2	immunoglobulin heavy variable V8-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3646040	Ighv8-4	immunoglobulin heavy variable V8-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3645478	Ighv8-5	immunoglobulin heavy variable V8-5	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3645823	Ighv8-6	immunoglobulin heavy variable V8-6	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3815333	Ighv8-8	immunoglobulin heavy variable 8-8	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3644475	Ighv8-9	immunoglobulin heavy variable V8-9	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3644925	Ighv8-11	immunoglobulin heavy variable V8-11	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3642873	Ighv8-12	immunoglobulin heavy variable V8-12	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439734	Ighv8-13	immunoglobulin heavy variable 8-13	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439911	Ighv9-1	immunoglobulin heavy variable 9-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3643816	Ighv9-2	immunoglobulin heavy variable V9-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3642720	Ighv9-3	immunoglobulin heavy variable V9-3	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3646379	Ighv9-4	immunoglobulin heavy variable 9-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439620	Ighv10-1	immunoglobulin heavy variable 10-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3648785	Ighv10-3	immunoglobulin heavy variable V10-3	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439535	Ighv11-1	immunoglobulin heavy variable 11-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4947968	Ighv11-2	immunoglobulin heavy variable V11-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3646760	Ighv12-3	immunoglobulin heavy variable V12-3	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3705861	Ighv13-2	immunoglobulin heavy variable 13-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439920	Ighv14-1	immunoglobulin heavy variable 14-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439607	Ighv14-2	immunoglobulin heavy variable 14-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439764	Ighv14-3	immunoglobulin heavy variable V14-3	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4439765	Ighv14-4	immunoglobulin heavy variable 14-4	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4947963	Ighv15-2	immunoglobulin heavy variable V15-2	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:3643819	Ighv16-1	immunoglobulin heavy variable 16-1	12		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:96495	Igkc	immunoglobulin kappa constant	6		B cell differentiation			IMP	MGI:3624131 	J:108003 	
MGI:96495	Igkc	immunoglobulin kappa constant	6		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:99546	Iglc1	immunoglobulin lambda constant 1	16		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:99547	Iglc2	immunoglobulin lambda constant 2	16		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:99886	Iglc3	immunoglobulin lambda constant 3	16		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:96529	Igll1	immunoglobulin lambda-like polypeptide 1	16		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:1342540	Ikzf1	IKAROS family zinc finger 1	11		B cell differentiation			IMP		J:190693 	
MGI:1342540	Ikzf1	IKAROS family zinc finger 1	11		B cell differentiation			IMP	MGI:2158738 	J:20671 	
MGI:1342542	Ikzf3	IKAROS family zinc finger 3	11		B cell activation			IEA	KW-0075 	J:60000 	
MGI:1342542	Ikzf3	IKAROS family zinc finger 3	11		regulation of B cell differentiation			IMP		J:50626 	
MGI:1342542	Ikzf3	IKAROS family zinc finger 3	11		regulation of B cell proliferation			IMP		J:50626 	
MGI:96548	Il2	interleukin 2	3		positive regulation of B cell proliferation			ISO	P60568 	J:40789 	
MGI:96548	Il2	interleukin 2	3		positive regulation of isotype switching to IgG isotypes			IMP	MGI:1857191 	J:39989 	
MGI:96551	Il2rg	interleukin 2 receptor, gamma chain	X		positive regulation of B cell differentiation	happens in spleen,regulates the differentiation of B cell		IMP	MGI:2429736 	J:42537 	
MGI:96556	Il4	interleukin 4	11		B cell activation			IEA	KW-0075 	J:60000 	
MGI:96556	Il4	interleukin 4	11		B cell costimulation			IDA		J:141184 	
MGI:96556	Il4	interleukin 4	11		positive regulation of B cell activation			IDA		J:62630 J:100706 	
MGI:96556	Il4	interleukin 4	11		positive regulation of B cell activation	regulates a function/process that happens in B cell		IDA		J:30239 	
MGI:96556	Il4	interleukin 4	11		positive regulation of B cell proliferation	regulates the proliferation of B cell		IDA		J:64603 	
MGI:96556	Il4	interleukin 4	11		positive regulation of B cell proliferation	regulates the proliferation of mature B cell		IDA		J:106733 	
MGI:96556	Il4	interleukin 4	11		positive regulation of isotype switching to IgE isotypes	regulates a function/process that happens in B cell		IDA		J:88910 	
MGI:96556	Il4	interleukin 4	11		positive regulation of isotype switching to IgG isotypes			IDA		J:84929 	
MGI:96556	Il4	interleukin 4	11		positive regulation of isotype switching to IgG isotypes	regulates a function/process that happens in B cell		IDA		J:88910 	
MGI:96557	Il5	interleukin 5	11		positive regulation of B cell proliferation			ISO	RGD:2900 	J:155856 	
MGI:96559	Il6	interleukin 6	5		positive regulation of B cell activation			ISO	P05231 	J:164563 	
MGI:96561	Il7	interleukin 7	3		positive regulation of B cell differentiation			IDA		J:111910 	
MGI:96561	Il7	interleukin 7	3		positive regulation of B cell proliferation			IDA		J:85809 	
MGI:96561	Il7	interleukin 7	3		positive regulation of B cell proliferation	happens in bone marrow,regulates the proliferation of precursor B cell		IGI	MGI:87859 	J:28795 	
MGI:96562	Il7r	interleukin 7 receptor	15		B cell proliferation			IGI	MGI:98936 MGI:98937 	J:99189 	
MGI:96562	Il7r	interleukin 7 receptor	15		B cell proliferation			IMP	MGI:1857198 	J:99189 	
MGI:96537	Il10	interleukin 10	1		negative regulation of B cell proliferation			ISO	P22301 	J:40789 	
MGI:96541	Il13	interleukin 13	11		positive regulation of B cell proliferation			ISO	RGD:68949 	J:155856 	
MGI:1890474	Il21	interleukin 21	3		positive regulation of B cell differentiation			NAS		J:93740 	
MGI:1890474	Il21	interleukin 21	3		positive regulation of B cell proliferation			ISO	Q9HBE4 	J:73065 	
MGI:1355318	Il27ra	interleukin 27 receptor, alpha	8		regulation of isotype switching to IgG isotypes			IMP	MGI:3525439 	J:65439 	
MGI:107357	Inpp5d	inositol polyphosphate-5-phosphatase D	1		negative regulation of B cell activation			IMP	MGI:2386884 	J:60916 	
MGI:107357	Inpp5d	inositol polyphosphate-5-phosphatase D	1		negative regulation of B cell proliferation			IMP	MGI:2386884 	J:60916 	
MGI:107357	Inpp5d	inositol polyphosphate-5-phosphatase D	1		positive regulation of B cell differentiation			IMP	MGI:2386884 	J:48193 J:60916 	
MGI:2443921	Irf2bp2	interferon regulatory factor 2 binding protein 2	8		immature B cell differentiation			ISO	Q7Z5L9 	J:164563 	
MGI:109334	Irs2	insulin receptor substrate 2	8		positive regulation of B cell proliferation			IDA		J:161023 	
MGI:1915450	Itfg2	integrin alpha FG-GAP repeat containing 2	6		germinal center B cell differentiation			IMP	MGI:4235940 	J:205951 	
MGI:107706	Itm2a	integral membrane protein 2A	X		plasma cell differentiation	happens near spleen		IMP	MGI:5645968 	J:217351 	
MGI:99928	Jak3	Janus kinase 3	8		B cell differentiation			IBA	PTN000700628 	J:265628 	
MGI:99928	Jak3	Janus kinase 3	8		B cell differentiation			IMP		J:112031 	
MGI:96677	Kit	KIT proto-oncogene receptor tyrosine kinase	5		B cell differentiation			IBA	PTN002814378 	J:265628 	
MGI:96677	Kit	KIT proto-oncogene receptor tyrosine kinase	5		immature B cell differentiation			IMP		J:89602 	
MGI:2444557	Kmt5b	lysine methyltransferase 5B	19		positive regulation of isotype switching			IMP		J:280470 	
MGI:2385262	Kmt5c	lysine methyltransferase 5C	7		positive regulation of isotype switching			IMP		J:280470 	
MGI:1926479	Lat2	linker for activation of T cells family, member 2	5		B cell activation			ISO	Q9GZY6 	J:164563 	
MGI:1926479	Lat2	linker for activation of T cells family, member 2	5		B cell activation			ISS	Q9GZY6 	J:121605 	
MGI:2443362	Lax1	lymphocyte transmembrane adaptor 1	1		B cell activation			ISO	Q8IWV1 	J:164563 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		B cell proliferation			IBA	PTN000042972 	J:265628 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		B cell proliferation	affects a population of pro-B cell		IMP	MGI:1926601 	J:63678 	
MGI:1095413	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	5		marginal zone B cell differentiation			IMP		J:146621 	
MGI:96777	Lgals1	lectin, galactose binding, soluble 1	15		plasma cell differentiation	happens in spleen,results in the differentiation of B cell		IDA		J:179160 	
MGI:1928481	Lgals8	lectin, galactose binding, soluble 8	13		plasma cell differentiation	happens in spleen,results in the differentiation of B cell		IDA		J:179160 	
MGI:1335098	Lig4	ligase IV, DNA, ATP-dependent	8		isotype switching	happens in mature B cell		IMP	MGI:1857732 	J:126758 	
MGI:96891	Lyl1	lymphoblastomic leukemia 1	8		B cell differentiation			IMP		J:116300 	
MGI:96892	Lyn	LYN proto-oncogene, Src family tyrosine kinase	4		negative regulation of B cell proliferation			IBA	PTN000701011 	J:265628 	
MGI:96892	Lyn	LYN proto-oncogene, Src family tyrosine kinase	4		negative regulation of B cell proliferation			IMP		J:42037 	
MGI:1919140	Mad2l2	MAD2 mitotic arrest deficient-like 2	4		positive regulation of isotype switching			ISO	Q9UI95 	J:164563 	
MGI:2445027	Malt1	MALT1 paracaspase	18		B cell activation			IBA	PTN000501872 	J:265628 	
MGI:2445027	Malt1	MALT1 paracaspase	18		B cell activation			IMP	MGI:2684761 	J:86770 	
MGI:2445027	Malt1	MALT1 paracaspase	18		B-1 B cell differentiation			IMP	MGI:3639305 	J:109545 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		B cell proliferation			IMP		J:136292 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		positive regulation of B cell proliferation			IMP		J:144071 	
MGI:1095404	Mfng	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	15		marginal zone B cell differentiation			IMP		J:146621 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		positive regulation of B cell proliferation			ISO	P14174 	J:164563 	
MGI:3619065	Mir17	microRNA 17	14		pre-B cell differentiation	results in the differentiation of precursor B cell		IGI	MGI:2676844 MGI:2676872 MGI:3618743 MGI:3629917 MGI:3629918 	J:134861 	
MGI:2676844	Mir18	microRNA 18	14		pre-B cell differentiation	results in the differentiation of precursor B cell		IGI	MGI:2676872 MGI:3618743 MGI:3619065 MGI:3629917 MGI:3629918 	J:134861 	
MGI:3618743	Mir19a	microRNA 19a	14		pre-B cell differentiation	results in the differentiation of precursor B cell		IGI	MGI:2676844 MGI:2676872 MGI:3619065 MGI:3629917 MGI:3629918 	J:134861 	
MGI:3629917	Mir19b-1	microRNA 19b-1	14		pre-B cell differentiation			IGI	MGI:2676844 MGI:2676872 MGI:3618743 MGI:3619065 MGI:3629918 	J:134861 	
MGI:2676872	Mir20a	microRNA 20a	14		pre-B cell differentiation	results in the differentiation of precursor B cell		IGI	MGI:2676844 MGI:3618743 MGI:3619065 MGI:3629917 MGI:3629918 	J:134861 	
MGI:3629918	Mir92-1	microRNA 92-1	14		pre-B cell differentiation	results in the differentiation of precursor B cell		IGI	MGI:2676844 MGI:2676872 MGI:3618743 MGI:3619065 MGI:3629917 	J:134861 	
MGI:2676835	Mir150	microRNA 150	7		regulation of B cell differentiation			IMP	MGI:3763431 	J:127324 	
MGI:3618735	Mir181b-1	microRNA 181b-1	1		regulation of isotype switching			IDA		J:141184 	
MGI:3618736	Mir181b-2	microRNA 181b-2	2		regulation of isotype switching			IDA		J:141184 	
MGI:101938	Mlh1	mutL homolog 1	9		isotype switching			IMP	MGI:1857946 	J:83489 	
MGI:101938	Mlh1	mutL homolog 1	9		positive regulation of isotype switching to IgA isotypes	happens in spleen,happens in B cell		IMP		J:56764 	
MGI:101938	Mlh1	mutL homolog 1	9		positive regulation of isotype switching to IgG isotypes	happens in spleen,happens in B cell		IMP		J:56764 	
MGI:101900	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	14		positive regulation of B cell differentiation			IMP		J:173235 	
MGI:88321	Ms4a1	membrane-spanning 4-domains, subfamily A, member 1	19		B cell activation			ISO	P11836 	J:164563 	
MGI:88321	Ms4a1	membrane-spanning 4-domains, subfamily A, member 1	19		B cell differentiation			ISO	P11836 	J:164563 	
MGI:101816	Msh2	mutS homolog 2	17		B cell differentiation			IMP	MGI:1858055 	J:48834 	
MGI:101816	Msh2	mutS homolog 2	17		isotype switching			IMP	MGI:1857940 	J:83489 	
MGI:101816	Msh2	mutS homolog 2	17		isotype switching			IMP	MGI:2151801 	J:56764 	
MGI:101816	Msh2	mutS homolog 2	17		positive regulation of isotype switching to IgA isotypes	happens in spleen,happens in B cell		IMP		J:56764 	
MGI:101816	Msh2	mutS homolog 2	17		positive regulation of isotype switching to IgG isotypes	happens in spleen,happens in B cell		IMP		J:56764 	
MGI:1343961	Msh6	mutS homolog 6	17		isotype switching			IGI	MGI:109352 	J:125031 	
MGI:1343961	Msh6	mutS homolog 6	17		isotype switching	happens in lymphocyte		IMP	MGI:3653701 	J:110906 	
